Dia;Hora;Mes;Anyo;Lluvia;Temperatura_Max;Temperatura_Min;Evaporacion;Cota_guadalhorce;Volumen_embalsado_guadalhorce;Variacion_volumen_guadalhorce;Tiempo_desembalse_guadalhorce;Caudal_desembalse_guadalhorce;Filtracion_guadalhorce;Volumen_desembalse_guadalhorce;Salinidad_guadalhorce;Toneladas_sal_guadalhorce;Volumen_evaporado_guadalhorce;Aportacion_aparente_guadalhorce;Cota_guadalteba;Volumen_embalsado_guadalteba;Variacion_volumen_guadalteba;Tiempo_desembalse_guadalteba;Caudal_desembalse_guadalteba;Filtraciones_guadalteba;Volumen_desembalse_guadalteba;Salinidad_guadalteba;Toneladas_sal_guadalteba;Volumen_evaporado_guadalteba;Aportacion_aparente_guadalteba;Volumen_total_guadalhorce_guadalteba;Variacion_total_guadalhorce_guadalteba;Desembalse_total_guadalhorce_guadalteba;Aportacion_aparente_total_guadalhorce_guadalteba;Cota_conde;Volumen_embalsado_conde;Variacion_volumen_conde;Filtraciones_conde;Volumen_desembalse_conde;Salinidad_conde;Toneladas_sal_conde;Volumen_evaporado_conde;Aportacion_aparente_conde;Volumen_total_guadalhorce_guadalteba_conde;Variacion_total_guadalhorce_guadalteba_conde;Desembalse_total_guadalhorce_guadalteba_conde;Aportacion_aparente_total_guadalhorce_guadalteba_conde;Caudal_total_demandas;Volumen_total_demandas;Salinidad_mezcla;Toneladas_sal_mezcla;Cota_gaitanejo;Volumen_gaitanejo;Volumen_central-reversible_tajo;Volumen_total_gaitanejo_tajo;Variacion_total_gaitanejo_tajo;Caudal_abastencimiento;Horas_abastecimiento;Min_abastecimiento;Volumen_abasteciemiento;Caudal_riego;Horas_riego;Min_riego;Volumen_riego;Caudal_ecologico;Horas_ecologico;Min_ecologico;Volumen_ecologico;Agua_sobrante;Total_volumen_abastecido;Aportacion_guadalhorce_tajo;Aportacion_arroyos_tajo;Total_aportacion;;;;;;;;;;;;;
2;8:00;12;2015;;17;7;1,0;355,96;86,198;-0,108;2:00;9,0;0,020;0,085;;0;0,005;-0,023;352,48;88,857;-0,332;9:00;9;;0,292;;0;0,006;-0,040;175,055;-0,440;0,377;-0,063;332,83;32,504;0,000;0,004;0,004;;;0,003;0,004;207,559;-0,440;0,381;-0,059;4,05;0,350;;0;301,59;0,118;0,270;0,388;-0,028;1,7;24;0;0,147;2,0;24;0;0,173;0,35;24;0;0,030;0;0,350;;;;;;;;;;;;;;;;
3;8:00;12;2015;;17;6;0,7;355,95;86,144;-0,054;2:00;9,0;0,020;0,085;2363;201;0,004;0,031;352,42;88,529;-0,328;9:00;9;;0,292;;0;0,004;-0,036;174,673;-0,382;0,377;-0,005;332,84;32,536;0,032;0,004;0,004;;;0,002;0,036;207,209;-0,350;0,381;0,031;3,85;0,334;;0;301,10;0,070;0,430;0,500;0,112;1,7;24;0;0,147;1,8;23;0;0,157;0,35;24;0;0,030;0;0,334;;;;;;;;;;;;;;;;
4;8:00;12;2015;;17;5;2,0;355,95;86,144;0,000;;;0,020;0,020;;0;0,011;0,020;352,43;88,584;0,055;;;;0,000;;0;0,011;0,055;174,728;0,055;0,020;0,075;332,85;32,568;0,032;0,004;0,004;;;0,006;0,036;207,296;0,087;0,024;0,111;3,75;0,324;;0;300,30;0,006;0,250;0,256;-0,244;1,7;24;0;0,147;1,7;23;0;0,147;0,35;24;0;0,030;0;0,324;;;;;;;;;;;;;;;;
5;8:00;12;2015;;17;11;1,0;355,95;86,144;0,000;;;0,020;0,020;;0;0,006;0,020;352,43;88,584;0,000;;;;0,000;;0;0,006;0,000;174,728;0,000;0,020;0,020;332,81;32,440;-0,128;0,004;0,096;;;0,003;-0,032;207,168;-0,128;0,116;-0,012;2,05;0,186;;0;;;;;;1,7;24;0;0,147;0,0;23;0;0,009;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
6;8:00;12;2015;;18;13;2,2;355,95;86,144;0,000;;;0,020;0,020;;0;0,012;0,020;352,42;88,529;-0,055;;;;0,000;;0;0,012;-0,055;174,673;-0,055;0,020;-0,035;332,78;32,345;-0,095;0,004;0,077;;;0,007;-0,018;207,018;-0,150;0,097;-0,053;2,05;0,177;140;25;;;;;;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;;;;;;;;;;;;;;
7;8:00;12;2015;;18;12;3,3;355,95;86,144;0,000;;;0,020;0,020;;0;0,018;0,020;352,42;88,529;0,000;;;;0,000;;0;0,018;0,000;174,673;0,000;0,020;0,020;332,71;32,122;-0,223;0,004;0,150;;;0,011;-0,073;206,795;-0,223;0,170;-0,053;2,05;0,177;819;145;;;;;;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;;;;;;;;;;;;;;
8;8:00;12;2015;;15;13;1,5;355,95;86,144;0,000;;;0,020;0,020;;0;0,008;0,020;352,43;88,584;0,055;;;;0,000;;0;0,008;0,055;174,728;0,055;0,020;0,075;332,68;32,027;-0,095;0,004;0,077;;;0,005;-0,018;206,755;-0,040;0,097;0,057;2,05;0,177;;0;;;;;;1,7;24;0;0,147;0,0;24;0;0,000;0,35;24;0;0,030;0;0,177;;;;;;;;;;;;;;;;
9;8:00;12;2015;;16;9;1,5;355,96;86,198;0,054;;;0,020;0,020;;0;0,008;0,074;352,44;88,638;0,054;;;;0,000;;0;0,008;0,054;174,836;0,108;0,020;0,128;332,62;31,838;-0,189;0,004;0,113;;;0,005;-0,076;206,674;-0,081;0,133;0,052;1,55;0,134;772;104;301,06;0,066;0,264;0,330;#ÁVALOR!;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;;;;;;;;;;;;;;
10;8:00;12;2015;;16;13;1,5;355,96;86,198;0,000;;;0,020;0,020;;0;0,008;0,020;352,44;88,638;0,000;;;;0,000;;0;0,008;0,000;174,836;0,000;0,020;0,020;332,59;31,743;-0,095;0,004;0,095;;;0,005;0,000;206,579;-0,095;0,115;0,020;1,55;0,134;129;17;301,01;0,062;0,263;0,325;-0,005;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;;;;;;;;;;;;;;
11;8:00;12;2015;;17;13;2,6;355,96;86,198;0,000;;;0,020;0,020;;0;0,014;0,020;352,45;88,693;0,055;;;;0,000;;0;0,014;0,055;174,891;0,055;0,020;0,075;332,56;31,649;-0,094;0,004;0,113;;;0,008;0,019;206,540;-0,039;0,133;0,094;1,55;0,134;;0;301,11;0,071;0,253;0,324;-0,001;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;;;;;;;;;;;;;;
12;8:00;12;2015;;17;12;1,7;355,96;86,198;0,000;;;0,020;0,020;;0;0,009;0,020;352,45;88,693;0,000;;;;0,000;;0;0,009;0,000;174,891;0,000;0,020;0,020;332,52;31,523;-0,126;0,004;0,076;;;0,005;-0,050;206,414;-0,126;0,096;-0,030;1,55;0,134;;0;;;;;;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;;;;;;;;;;;;;;
13;8:00;12;2015;;17;11;1,6;355,95;86,144;-0,054;;;0,020;0,020;;0;0,009;-0,034;352,45;88,693;0,000;;;;0,000;;0;0,009;0,000;174,837;-0,054;0,020;-0,034;332,49;31,429;-0,094;0,004;0,112;;;0,005;0,018;206,266;-0,148;0,132;-0,016;1,55;0,134;;0;;;;;;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;;;;;;;;;;;;;;
14;8:00;12;2015;;15;10;1,7;355,95;86,144;0,000;;;0,020;0,020;2410;48;0,009;0,020;352,45;88,693;0,000;;;;0,000;;0;0,009;0,000;174,837;0,000;0,020;0,020;332,46;31,335;-0,094;0,004;0,076;;;0,005;-0,018;206,172;-0,094;0,096;0,002;1,55;0,134;;0;300,84;0,047;0,198;0,245;#ÁVALOR!;1,2;24;0;0,104;0,0;24;0;0,000;0,35;24;0;0,030;0;0,134;;;;;;;;;;;;;;;;
15;8:00;12;2015;;17;7;2,6;355,92;85,981;-0,163;2:00;20,0;0,020;0,164;2387;391;0,014;0,001;352,46;88,748;0,055;;;;0,000;;0;0,014;0,055;174,729;-0,108;0,164;0,056;332,47;31,366;0,031;0,004;0,004;;;0,008;0,035;206,095;-0,077;0,168;0,091;1,95;0,166;1474;245;300,49;0,022;0,252;0,274;0,029;1,6;23;0;0,136;0,0;24;0;0,000;0,35;24;0;0,030;0;0,166;;;;;;;;;;;;;;;;
16;8:00;12;2015;;18;6;1,9;355,88;85,765;-0,216;5:00;9,0;0,020;0,182;;0;0,010;-0,034;352,46;88,748;0,000;;;;0,000;;0;0,010;0,000;174,513;-0,216;0,182;-0,034;332,47;31,366;0,000;0,004;0,004;;;0,006;0,004;205,879;-0,216;0,186;-0,030;1,95;0,168;772;130;300,63;0,032;0,271;0,303;0,029;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
17;8:00;12;2015;;20;6;3,8;355,84;85,549;-0,216;5:00;9,0;0,020;0,182;2363;430;0,021;-0,034;352,46;88,748;0,000;;;;0,000;;0;0,0209;0,000;174,297;-0,216;0,182;-0,034;332,47;31,366;0,000;0,004;0,004;;;0,012;0,004;205,663;-0,216;0,186;-0,030;1,95;0,168;1720;290;300,59;0,029;0,322;0,351;0,048;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
18;8:00;12;2015;;20;6;0,8;355,80;85,334;-0,215;4:52;9,0;0,020;0,178;;;0,004;-0,037;352,46;88,748;0,000;;;;0,000;;0;0,004;0,000;174,082;-0,215;0,178;-0,037;332,47;31,366;0,000;0,004;0,004;;;0,002;0,004;205,448;-0,215;0,182;-0,033;1,95;0,168;807;136;301,10;0,070;0,300;0,370;0,019;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
19;8:00;12;2015;;19;6;1,2;355,77;85,173;-0,161;5:00;9,0;0,020;0,182;;0;0,006;0,021;352,46;88,748;0,000;;;;0,000;;0;0,007;0,000;173,921;-0,161;0,182;0,021;332,48;31,397;0,031;0,004;0,004;;;0,004;0,035;205,318;-0,130;0,186;0,056;2,15;0,185;;0;;;;;;1,8;23;0;0,155;0,0;24;0;0,000;0,35;24;0;0,030;0;0,185;;;;;;;;;;;;;;;;
20;8:00;12;2015;;20;6;2,5;355,74;85,012;-0,161;5:00;9,0;0,020;0,182;;0;0,013;0,021;352,46;88,748;0,000;;;;0,000;;0;0,014;0,000;173,760;-0,161;0,182;0,021;332,48;31,397;0,000;0,004;0,004;;;0,008;0,004;205,157;-0,161;0,186;0,025;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
21;8:00;12;2015;;18;6;1,9;355,71;84,851;-0,161;5:00;9,0;0,020;0,182;;0;0,010;0,021;352,46;88,748;0,000;;;;0,000;;0;0,010;0,000;173,599;-0,161;0,182;0,021;332,48;31,397;0,000;0,004;0,004;;;0,006;0,004;204,996;-0,161;0,186;0,025;2,15;0,186;;0;301,24;0,083;0,306;0,389;#ÁVALOR!;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
22;8:00;12;2015;;16;8;1,1;355,68;84,690;-0,161;5:00;9,0;0,020;0,182;2352;428;0,006;0,021;352,46;88,748;0,000;;;;0,000;;0;0,006;0,000;173,438;-0,161;0,182;0,021;332,48;31,397;0,000;0,004;0,004;;;0,003;0,004;204,835;-0,161;0,186;0,025;2,15;0,186;;0;301,26;0,085;0,315;0,400;0,011;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
23;8:00;12;2015;;16;8;1,1;355,65;84,530;-0,160;5:00;9,0;0,020;0,182;;0;0,006;0,022;352,46;88,748;0,000;;;;0,000;;0;0,006;0,000;173,278;-0,160;0,182;0,022;332,48;31,397;0,000;0,004;0,004;;;0,003;0,004;204,675;-0,160;0,186;0,026;2,15;0,186;;0;300,86;0,049;0,406;0,455;0,055;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
24;8:00;12;2015;;16;9;1,9;355,62;84,369;-0,161;4:00;9,0;0,020;0,150;;0;0,010;-0,011;352,46;88,748;0,000;;;;0,000;;0;0,010;0,000;173,117;-0,161;0,150;-0,011;332,48;31,397;0,000;0,004;0,004;;;0,006;0,004;204,514;-0,161;0,154;-0,007;1,95;0,168;;0;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
25;8:00;12;2015;;16;6;0,6;355,62;84,369;0,000;;;0,020;0,020;;0;0,003;0,020;352,44;88,638;-0,110;3:48;9;;0,123;;0;0,003;0,013;173,007;-0,110;0,143;0,033;332,48;31,397;0,000;0,004;0,004;;;0,002;0,004;204,404;-0,110;0,147;0,037;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
26;8:00;12;2015;;15;5;1,3;355,62;84,369;0,000;;;0,020;0,020;;0;0,007;0,020;352,41;88,475;-0,163;4:00;9;;0,130;;0;0,007;-0,033;172,844;-0,163;0,150;-0,013;332,48;31,397;0,000;0,004;0,004;;;0,004;0,004;204,241;-0,163;0,154;-0,009;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
27;8:00;12;2015;;15;12;2,0;355,62;84,369;0,000;;;0,020;0,020;;0;0,011;0,020;352,38;88,312;-0,163;5:00;9;;0,162;;0;0,011;-0,001;172,681;-0,163;0,182;0,019;332,48;31,397;0,000;0,004;0,004;;;0,006;0,004;204,078;-0,163;0,186;0,023;2,15;0,186;;0;;;;;;1,8;24;0;0,156;0,0;24;0;0,000;0,35;24;0;0,030;0;0,186;;;;;;;;;;;;;;;;
28;8:00;12;2015;;16;12;2,5;355,62;84,369;0,000;;;0,020;0,020;;0;0,013;0,020;352,35;88,151;-0,161;5:00;9;;0,162;;0;0,013;0,001;172,520;-0,161;0,182;0,021;332,48;31,397;0,000;0,004;0,004;;;0,008;0,004;203,917;-0,161;0,186;0,025;1,95;0,168;959;162;301,74;0,133;0,276;0,409;#ÁVALOR!;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
29;8:00;12;2015;0,5;16;12;0,9;355,59;84,209;-0,160;5:00;9,0;0,020;0,182;2352;428;0,005;0,022;352,36;88,205;0,054;;;;0,000;;0;0,005;0,054;172,414;-0,106;0,182;0,076;332,48;31,397;0,000;0,004;0,004;;;0,003;0,004;203,811;-0,106;0,186;0,080;1,95;0,168;995;168;301,71;0,130;0,340;0,470;0,061;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
30;8:00;12;2015;0,2;17;6;1,3;355,59;84,209;0,000;;;0,020;0,020;;0;0,007;0,020;352,33;88,043;-0,162;5:00;9;;0,162;;0;0,007;0,000;172,252;-0,162;0,182;0,020;332,48;31,397;0,000;0,004;0,004;;;0,004;0,004;203,649;-0,162;0,186;0,024;1,95;0,168;;0;301,76;0,135;0,343;0,478;0,008;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
31;8:00;12;2015;;16;6;1,2;355,59;84,209;0,000;;;0,020;0,020;;0;0,006;0,020;352,30;87,882;-0,161;4:46;9;;0,154;;0;0,00644;-0,007;172,091;-0,161;0,174;0,013;332,48;31,397;0,000;0,004;0,004;;;0,004;0,004;203,488;-0,161;0,178;0,017;1,95;0,168;;;;;;;;1,6;24;0;0,138;0,0;24;0;0,000;0,35;24;0;0,030;0;0,168;;;;;;;;;;;;;;;;
